Título,Data,Visitas,Votos
É possível comparar duas variáveis vindos de uma view no Django?,6/02/17 às 14:13,121.0,0
Substituir uso de dataframe com pandas .apply,3/09/20 às 1:52,121.0,0
Problema em ativar o ambiente virutal com pipenv,25/07/19 às 8:00,121.0,0
Preciso contar os números primos até um determinado numero n [duplicada],7/03/20 às 20:25,121.0,-1
Pular linha no XML com Python,7/10/19 às 19:25,121.0,0
ConvergenceWarning no método Lasso CV - O que fazer para solucionar o problema?,24/02/20 às 23:29,121.0,1
Erro ao importar xml.parsers.expat em Python 2.7 so funciona com Python3,28/12/15 às 13:44,121.0,5
Comparar letra 'E' em python,5/10/19 às 15:21,121.0,1
Python Ordem de resolução de métodos (MRO),4/06/18 às 5:38,121.0,0
Qual é o First-Class de Python?,19/10/17 às 17:39,121.0,2
Contar número de comparações e troca em um algoritmo de ordenação por seleção em python,5/04/19 às 22:29,120.0,0
Preciso de um algoritmo recursivo em Python que faça a multiplicação de dois números através de somas sucessivas [fechada],16/05/20 às 3:23,120.0,-4
Deploy de projeto Django no Heroku com erros,13/12/18 às 0:12,120.0,1
"Em Python, como atribuir o stdout, stdin, e stderr a variáveis , usando o módulo “subprocess” com o console escondido?",17/07/18 às 20:00,120.0,0
Eu não consigo executar o código pois o PyCharm diz que a classe App não foi criada,27/06/18 às 2:41,120.0,0
Exporta dados para excel com python,25/03/20 às 0:10,120.0,-1
"Classe dentro de classe, é possível? (Python)",5/07/19 às 19:26,120.0,2
É obrigatório usar o decorador pyqtSlot?,24/03/17 às 12:12,120.0,2
Contar quantidade de registros únicos em um Data Frame,1/11/20 às 20:02,120.0,3
Programa em python que atualiza pasta de arquivos automaticamente,31/05/18 às 21:26,120.0,-2
É possível receber informações em tempo real do Chrome em Python?,13/07/19 às 13:10,120.0,-1
Como mudar a posição do botão bitmap?,22/10/16 às 4:14,120.0,3
Colocar except com nome do erro em python,5/11/18 às 19:40,120.0,-1
Comunicação Serial e Divisão de Array com Virgula,24/03/18 às 2:03,120.0,0
Como pode a busca de um elemento em um conjunto ser O(1)?,11/06/18 às 12:23,120.0,15
Verificar números mágicos (aqueles cuja raiz quadrada é um número primo) dentro de um intervalo [fechada],6/08/20 às 15:15,120.0,-1
Estou com problemas para fazer o personagem se movimentar em python com pygame [fechada],18/06/20 às 2:57,120.0,-2
"Normalizar valores, o que é que me está a escapar?",3/05/19 às 12:06,120.0,1
Python - Função que copia o conteudo de uma lista para outra lista,8/08/19 às 17:39,120.0,0
Como usar Regex para representar uma BNF mais complexa? [fechada],14/11/20 às 20:56,120.0,-1
Como posso chamar funções que estão depois da mesma função?,16/06/14 às 2:29,120.0,3
Web scraping com BeautifulSoup - find_next não retorna o texto,14/04/20 às 17:58,119.0,0
Dúvida ao fazer um ranking utilizando django!,8/02/18 às 23:38,119.0,1
Como exibir em um Label o resultado de 2 outros Labels no Python,7/10/19 às 17:58,119.0,-3
Como atualizar alguns elementos no SET em Python?,28/04/19 às 12:10,119.0,0
Execução não bloqueante com funções assíncronas em Python,24/05/19 às 17:14,119.0,1
"Listas dentro de listas: mesmo fatiando, há conexão entre as listas",4/11/18 às 22:19,119.0,4
Conexão Tkinter - Banco de dados [fechada],26/07/19 às 23:28,119.0,2
Como verificar se uma string é None?,21/04/20 às 10:47,119.0,1
indice inicial de uma lista depois de usar set,7/04/16 às 12:16,119.0,0
Declaração de variáveis local numa função do PYTHON [duplicada],8/08/18 às 14:06,119.0,2
Como codificar um número com a notação '\x' e não '0x',9/09/19 às 20:18,118.0,0
Inicializar o gráfico no matplotlib e depois inserir elementos,23/11/17 às 20:02,118.0,0
"Regex para tokens de números positivos, negativos, soma e subtração",16/03/20 às 20:53,118.0,4
Como posso criar um banco de dados dinamico no pyhton [fechada],10/05/18 às 20:01,118.0,0
Como pegar um erro do backend e não deixar logar na aplicação?,2/04/19 às 14:49,118.0,1
Editar widgets django,16/03/16 às 15:16,118.0,3
Como que eu faço algum comando pra ir de um painel de opcao pra outro no python,9/12/18 às 19:20,118.0,0
Como escapar o caractere “{” em uma string formatada?,10/06/19 às 14:45,118.0,-2
Como fazer disparo continuo em python?,2/08/19 às 13:27,118.0,0
"Validação de dados de entrada com uso de funções , try e except [duplicada]",29/06/19 às 21:29,118.0,0
Evitar nomes repetidos em json,30/08/17 às 13:56,118.0,1
Transformar ciclo em função de ordem superior,19/04/16 às 14:59,118.0,0
Problema com entrada de mais de um número inteiro com input,23/02/19 às 3:00,118.0,0
"Como descobrir que programa que rodando em primeiro plano no windows, preferência em python [fechada]",26/09/19 às 3:38,118.0,-1
"Preencher matriz com ZERO nos espaços nulos, (python/django)",12/10/17 às 18:23,118.0,1
Extração de informações com Python,18/02/19 às 20:49,117.0,-2
Python - Remover elementos de uma lista,30/09/19 às 2:29,117.0,0
Como abrir um csv criado no Python sem que abra uma tela de importação?,24/01/18 às 15:40,117.0,1
Como acessar as linhas de um arquivo lidas por readlines()?,26/02/20 às 18:23,117.0,2
Leitura de vários dataset,29/05/19 às 11:01,117.0,1
Conectar Flask Restless API ao React (Admin-on-rest),20/06/17 às 10:29,117.0,1
Conexao via Bluetooth - Raspberry Pi 3 B + com dispositivos IoS,24/09/19 às 17:22,117.0,1
Thread com loading em python,17/08/19 às 20:46,117.0,2
Som DTMF em python,23/10/17 às 0:07,117.0,0
Estrutura condicional não funciona,31/12/18 às 19:05,117.0,3
Por que essas duas formas de inicializar a mesma lista em Python geram estruturas de tamanhos diferentes?,1/08/18 às 0:50,117.0,7
Como usar dois decoradores de texto em Python?,21/08/14 às 15:47,117.0,3
Diferença entre algoritmos que leem números até receber o número 999,14/12/18 às 19:00,117.0,1
Flask SQLAlchemy : KeyError,28/06/18 às 18:12,117.0,1
"Declaração for com 2 argumentos, como funciona?",29/01/19 às 17:45,117.0,-1
raise ValueError(“unknown url type: %r” % self.full_url),15/03/19 às 18:46,117.0,-1
Instalar biblioteca Curl Python 3.4.4,28/02/17 às 11:35,117.0,0
É possível utilizar o Sqlite3 no Android usando o aplicativo QPython3?,25/10/18 às 16:24,117.0,0
Importar imagens de uma pasta Python no mesmo formato que MNIST,14/06/19 às 21:27,117.0,0
Programa usa o módulo threading mas não observei nenhum paralelismo na execução. O que está errado?,10/04/18 às 0:14,116.0,0
Erro no python usando Tkinter,20/10/19 às 20:39,116.0,2
Identificar uma pessoa através de regras (IA),4/07/16 às 22:24,116.0,3
"API StackOverFlow, “quota_max”",18/08/14 às 21:57,116.0,2
Seleção de radio button - Selenium e Python,8/07/20 às 12:12,116.0,0
Pergunta simples sobre o comando title(),7/10/18 às 20:36,116.0,2
Estou tentando fazer meu gráfico começar da posição 0 usando hist(),17/09/17 às 22:24,116.0,0
Permitir acesso ao FileSystem API do Chrome com Selenium usando Python,11/12/19 às 20:47,116.0,-1
Detectar cor em uma área com PyAutoGUI,8/08/19 às 16:54,116.0,0
Como criar uma ProgressBar com Python e PyQt5?,8/07/19 às 17:25,116.0,-1
Iniciando em Python,25/10/19 às 3:56,116.0,2
Duvidas Array Python,7/08/18 às 19:11,116.0,0
APÍ django-storages dropbox erro url pattern,24/11/18 às 14:56,116.0,1
Como Reiniciar Um Programa Python?,19/08/20 às 23:03,116.0,0
Como utilizar corretamente o styling do pandas?,18/12/18 às 19:04,116.0,2
Problema em Python3,3/09/19 às 1:13,115.0,3
Converter string de data para o formato ISO 8601 (com “T” e “Z”),4/09/18 às 17:02,115.0,2
Erro ao usar uma função fora do script em Python [fechada],16/09/17 às 0:16,115.0,1
"Erro ao usar as funções lower(), upper() e title()",15/10/19 às 17:31,115.0,0
Ler mais de uma linha com input,9/12/20 às 18:22,115.0,0
"Como acessar um atributo privado em Python, sendo que criei um objeto a partir de de outra classe que tem atributos privados também",23/04/20 às 15:34,115.0,0
O que é significa a linha questao += 1 neste código? [duplicada],14/08/19 às 0:47,115.0,0
Filtrar objetos no DJANGO - published_date__lte,3/02/19 às 19:10,115.0,0
List compreension vs ciclo for,27/05/16 às 18:07,115.0,4
json.loads JSONDecodeError,13/07/19 às 17:27,115.0,2
Tratamento de strings com python e pandas,26/11/19 às 17:58,115.0,0
Problema com excesso casas Decimais!,14/10/18 às 14:30,115.0,-1
Como fazer um “time-slice” em pacotes num dump de rede com Python?,3/03/17 às 0:43,115.0,1
Como identificar um erro http (500) através do selenium web driver ou javascript,10/09/16 às 3:03,115.0,2
Pandas DataFrame to_html ou iterar sobre os dados no template?,4/10/17 às 1:09,115.0,1
Python: Como armazenar a documentação(help) de uma classe numa String?,13/12/16 às 22:12,114.0,5
Comunicação entre banco de dados e o app em Python - mini sistema de tirar senha,9/07/15 às 19:26,114.0,0
Conhecem alguma biblioteca para plotar gráficos em python além da Matplotlib? [fechada],9/05/19 às 15:03,114.0,0
Como fazer Update em um DB Sqlite3 com POO? [fechada],18/10/19 às 4:37,114.0,0
Gráfico do Python não mostra todos os valores no eixo X,1/09/20 às 20:09,114.0,0
Criando um ARPING,12/08/16 às 22:59,114.0,0
Enviar dados via comunicação serial Arduino - Raspberry,5/09/19 às 11:24,114.0,2
Formatação de String - Alinhamento PYTHON,17/06/20 às 15:49,114.0,0
Form em Django com mais de um Model,14/10/19 às 20:10,114.0,1
Como resolver “An AttributeValue may not contain an empty string”?,8/07/19 às 18:04,114.0,1
"Como utilizar 4 casas após a virgula, no Python 3 [duplicada]",24/09/19 às 13:40,114.0,0
Erro Boolean Series key will be reindexed to match DataFrame index,18/06/20 às 2:44,114.0,0
Substituir letra pela posição,27/11/19 às 23:28,114.0,1
Como passar o retorno de uma função que é uma tupla como argumentos para outra em Python?,21/06/19 às 14:51,114.0,2
Como acessar pastas e copiar os arquivos em Python?,20/07/20 às 17:40,114.0,1
Filtrar dados de um Dataframe pandas por uma coluna especifica e as quatro ultimas datas de um conjunto de datas,25/10/20 às 20:05,114.0,0
Limitar a quantidade de casas decimais de um valores floats que preenchem uma lista,13/01/20 às 16:10,114.0,0
Rest API Django não funciona,17/05/16 às 20:22,114.0,0
Funções + listas em python,3/07/19 às 4:50,114.0,2
os.path modulo python,9/05/19 às 22:07,114.0,0
Comparar Listas independente do índice Python,8/08/18 às 20:49,113.0,0
Forçar a implementação de determinado tipo de método abstrato,22/10/18 às 1:36,113.0,0
Limite de arquivos por pasta - Django 1.7,27/03/15 às 10:33,113.0,2
Loop para executar processos de quantidade em quantidade [fechada],30/09/19 às 2:15,113.0,0
Como simplificar esse código em Python?,20/09/20 às 15:41,113.0,0
Exibindo o total de conexões a um certo endereço de IP,15/05/17 às 1:03,113.0,2
"Sintaxe Inválida no Python, o que está errado ou faltando? [fechada]",16/11/19 às 2:08,113.0,-1
Python- Mainloop Não funciona,5/02/18 às 10:34,113.0,1
Agrupamento tabela,28/08/18 às 0:44,113.0,3
Python - Passar parâmetro ao invés de módulos na declaração FROM,17/05/19 às 16:59,113.0,-2
Dificuldades com o comando FOR no Python [fechada],21/12/18 às 13:39,113.0,0
Como criar tupla com chave recebendo valor?,5/02/18 às 17:22,113.0,0
Multiprocessing ou Multithreading,4/07/17 às 16:43,113.0,0
Retornar mais de uma lista de dados Django,11/06/18 às 2:40,113.0,1
Rodar ficheiro linguagem c em sricpt Python,5/04/19 às 8:22,113.0,-1
Como proteger meu servidor Scrapyd de chamadas não autenticadas?,9/01/15 às 20:15,113.0,2
Many to Many WTForms Flask SQLAlchemy,5/08/16 às 3:37,113.0,1
Como criar uma regex equivalente a uma BNF?,19/10/20 às 16:10,113.0,4
Inserir Alternativas em um Model no Django,6/02/19 às 1:02,113.0,1
Como isolar metadados com pdfminer?,15/09/17 às 11:24,113.0,0
Loop Selenium Phyton,29/04/20 às 21:19,113.0,0
Separar o resultado que aparece em os.getcwd() para conseguir exibir somente o c:\,5/10/18 às 18:06,112.0,0
Prototipo de aplicativo em python [fechada],1/05/20 às 18:34,112.0,-3
"Porque lista não aceita [01,02,03,04] [fechada]",4/11/18 às 0:00,112.0,-4
Deletar aquivos duplicados,14/05/20 às 1:23,112.0,1
GPIO Pins RPi 3 Python,16/12/17 às 12:54,112.0,0
Como saber a direção do mouse?,27/10/18 às 8:34,112.0,2
Data Reader em Python,9/04/20 às 3:07,112.0,-1
Criação de um program em Python,24/10/18 às 1:57,112.0,-2
Adicionar footer com xhtml2pdf em páginas especificas com Django,18/01/18 às 22:04,112.0,0
Formatação de número float em lista,30/03/18 às 2:06,112.0,-1
Aplicação Python web com Django - Bootstrap e Crispy só funcionam se tiver conexão com internet,5/03/17 às 13:46,112.0,0
Quais ganhos eu tenho em especificar o tipo do argumento de uma função? [duplicada],12/02/19 às 21:30,112.0,3
"Qual a diferença entre “, ” e “+” no Python?",3/07/20 às 0:51,112.0,3
Estou com problemas de repetição no python,19/07/19 às 2:15,111.0,0
Como transformar um set em lista Python 3.x [fechada],30/01/20 às 19:41,111.0,-1
Problema para instalar RPM no Ubuntu [fechada],24/03/16 às 12:44,111.0,0
Bug ao tentar usar o PySimpleGUI,14/06/20 às 19:12,111.0,0
Python - PyQt5 - como inserir um QGridLayout dentro de um QMainWindow?,25/06/19 às 18:18,111.0,1
Buscar objeto por atributo da Classe PYTHON,5/02/20 às 16:15,111.0,-1
Algoritmo de ordenação não está funcionando!,25/03/18 às 17:24,111.0,1
Conversão Date to String em Pyhton,16/03/17 às 18:19,111.0,2
O Django não está lendo os arquivos estaticos 'static',3/04/20 às 3:46,111.0,0
Como abrir arquivo .csv contendo “ç” no rótulo das colunas com o Python,8/01/19 às 23:07,111.0,1
Configuração do Django-allauth,6/04/16 às 3:24,111.0,1
Tem como formatar um Python Traceback?,3/09/14 às 17:03,111.0,2
"Como consigo o angulo de um gradiente de uma imagem, usando Python e OpenCV",26/09/19 às 12:22,111.0,0
Preciso de ajuda sobre a estrutura 'if e else',29/09/19 às 23:23,111.0,1
Fazer o programa voltar ao inicio [duplicada],18/11/19 às 2:19,111.0,-1
guardar os dados recebidos de um sensor numa lista em python,8/04/19 às 15:48,111.0,2
Para que serve Validation_data na função fit() do Keras,2/12/19 às 20:26,111.0,1
Erro na indexação ao separar Informações da linha,10/08/18 às 19:55,111.0,0
Problemas para ordem de jogada dos jogadores em Jogo da Velha,14/03/20 às 18:51,110.0,0
Loop Substituir todos caracters da string por caracter da lista python,25/05/19 às 15:35,110.0,2
"Como extrair apenas palavras de um texto qualquer, ignorando pontuação e letras maiúsculas?",9/12/19 às 13:33,110.0,1
"Erro no pyhon, pyautogui",25/10/17 às 22:51,110.0,0
Indices dos tuplos numa lista - python,9/11/17 às 23:27,110.0,0
API de Gifs em python,1/05/18 às 17:18,110.0,0
Função Plot do igraph - (python),21/03/20 às 20:31,110.0,0
Python. Pegar uma substring em um texto formatado,14/06/16 às 20:21,110.0,0
ImportError Python Reportlab,5/03/15 às 19:24,110.0,2
Melhoria no código,6/03/19 às 2:48,110.0,0
O programa não está reconhecendo número inteiro como tal,28/01/20 às 22:02,110.0,1
Como mostrar uma lista sempre ordenada à medida em que novos elementos são inseridos,3/07/20 às 12:25,110.0,3
Alterar os valores máximos em um gráfico de barra no Seaborn(barplot),29/04/20 às 22:45,110.0,0
Atraçao de objetos em python,8/05/15 às 20:03,110.0,3
Gerar querysets a partir de regras geradas dinamicamente,14/05/18 às 18:01,109.0,0
Execução de código Python com execução de forma independente,30/04/17 às 23:04,109.0,1
Robo_feed rotina da verificação loop if dando pau em python,16/01/17 às 2:55,109.0,4
Tkinter - Manipulação dos botões usando GRID PYTHON,25/04/20 às 1:06,109.0,0
scraping google,9/05/20 às 23:43,109.0,-1
Ler ficheiros Numpy no Jupyter Lab,2/03/20 às 15:03,109.0,0
Verificar qual é maior usando uma formula em python [fechada],22/08/17 às 13:48,109.0,-4
Capturar python libpng warning [fechada],7/12/19 às 14:05,109.0,-1
Nome do atributo referente a chave secundária em um modelo no Django,4/06/14 às 0:27,109.0,0
Dúvidas Matrizes Python,6/03/19 às 3:35,109.0,3
Python/MySQL - Exportando arquivos CSV,7/01/20 às 14:11,109.0,0
Como escrever um módulo python a partir de um teste?,10/10/19 às 21:50,109.0,1
"Não consigo instalar matplotlib, Python 3.9",26/10/20 às 23:19,109.0,1
